user_id,cluster_size,cluster_density,shared_device_count,shared_address_count,shared_payment_method_count
user_19a6c9581c,2,1.0,0,1,0
user_19fdda91e0,1,0.0,0,0,0
user_1a16b0092a,1,0.0,0,0,0
user_1a2741c2b9,1,0.0,0,0,0
user_1a45e638b7,1,0.0,0,0,0
user_1b06262ca8,1,0.0,0,0,0
user_1b3cc3e3f4,1,0.0,0,0,0
user_1b3e7ee31b,1,0.0,0,0,0
user_1b51621705,2,1.0,1,0,0
user_1b7f894689,1,0.0,0,0,0
user_1baa3349fd,2,1.0,1,0,0
user_1bd828b62e,1,0.0,0,0,0
user_1be57ad9c2,1,0.0,0,0,0
user_1bfa779a05,1,0.0,0,0,0
user_1c2b5d7863,3,0.6667,0,1,0
user_1c99683049,1,0.0,0,0,0
user_1cda3390a1,1,0.0,0,0,0
user_1d5123e82d,1,0.0,0,0,0
user_1d85151486,1,0.0,0,0,0
user_1d8aebe094,1,0.0,0,0,0
user_1dc1b9e85c,1,0.0,0,0,0
user_1e419ee2dc,2,1.0,0,1,0
user_1e4a95850a,1,0.0,0,0,0
user_1f0438e31f,3,0.6667,1,1,0
user_1f2828cd06,1,0.0,0,0,0
user_1fdfdc5025,1,0.0,0,0,0
user_2021676046,1,0.0,0,0,0
user_202d00c2ea,1,0.0,0,0,0
user_20561facb0,1,0.0,0,0,0
user_21145ec815,1,0.0,0,0,0
user_21198121cc,2,1.0,1,0,0
user_216ef33a74,1,0.0,0,0,0
user_2175669342,1,0.0,0,0,0
user_21b8c4eeb4,7,0.7619,5,0,0
user_2222d25141,2,1.0,0,1,0
user_22bf455d3c,1,0.0,0,0,0
user_22c1471683,1,0.0,0,0,0
user_2339360113,1,0.0,0,0,0
user_235e6c4313,1,0.0,0,0,0
user_23aa4efe45,1,0.0,0,0,0
user_23ad2ea188,2,1.0,0,1,0
user_241d61d766,1,0.0,0,0,0
user_243977e814,2,1.0,0,1,0
user_24445a2eaf,1,0.0,0,0,0
user_251b5751b0,6,0.8667,0,4,3
user_252c5c84ed,1,0.0,0,0,0
user_2594af90e4,4,1.0,3,0,0
user_25ad625c61,5,0.9,3,0,2
user_25b51620d6,4,0.5,0,1,0
user_25cea4929e,1,0.0,0,0,0
user_2647587f44,1,0.0,0,0,0
user_267c2268de,1,0.0,0,0,0
user_267daaf55f,5,1.0,3,3,0
user_26a71b6cab,1,0.0,0,0,0
user_26b260957d,6,0.8667,3,0,3
user_26da4ceed5,1,0.0,0,0,0
user_26e15eedee,1,0.0,0,0,0
user_274802c1bf,6,0.7333,2,0,3
user_2776f1736e,1,0.0,0,0,0
user_277c2e161c,1,0.0,0,0,0
user_2792f963fb,1,0.0,0,0,0
user_27a1cf6443,1,0.0,0,0,0
user_27c2ba7533,7,0.7619,0,4,3
user_286103f0be,1,0.0,0,0,0
user_2864952df0,1,0.0,0,0,0
user_28c4466934,1,0.0,0,0,0
user_28cdf0a342,1,0.0,0,0,0
user_28e5874b51,1,0.0,0,0,0
user_28fd873c29,1,0.0,0,0,0
user_2920db8a23,1,0.0,0,0,0
user_2a18ee05aa,1,0.0,0,0,0
user_2a214ec75f,1,0.0,0,0,0
user_2a31eb8481,1,0.0,0,0,0
user_2a347bafc6,1,0.0,0,0,0
user_2b645ef2a1,1,0.0,0,0,0
user_2b66d1c047,1,0.0,0,0,0
user_2b748925ea,1,0.0,0,0,0
user_2b77342795,1,0.0,0,0,0
user_2b99d8751f,1,0.0,0,0,0
user_2b9ec048a6,1,0.0,0,0,0
user_2bb18a7101,2,1.0,0,1,0
user_2bc9f1b3b7,3,0.6667,1,0,0
user_2bfb62dadf,1,0.0,0,0,0
user_2c15cfb1b5,1,0.0,0,0,0
user_2c6bc501a6,1,0.0,0,0,0
user_2caa0cb282,1,0.0,0,0,0
user_2cdd529401,1,0.0,0,0,0
user_2ce2fed926,6,0.6667,3,2,0
user_2cf2ee33e5,2,1.0,1,0,0
user_2d4545b0c3,1,0.0,0,0,0
user_2d90b9c00f,1,0.0,0,0,0
user_2dad67d59d,1,0.0,0,0,0
user_2e1b3abf2c,1,0.0,0,0,0
user_2e8a22e3a0,3,1.0,0,2,0
user_2eefa44ec5,4,0.5,0,1,0
user_2f0059c555,2,1.0,1,0,0
user_2f77b91256,1,0.0,0,0,0
user_2fa7d89528,1,0.0,0,0,0
user_2fcd7bc960,2,1.0,0,1,0
user_300c042cc9,1,0.0,0,0,0
user_301c56a41c,3,1.0,0,2,0
user_302f1ce6a3,1,0.0,0,0,0
user_31db1338a4,1,0.0,0,0,0
user_31fd44e3a8,3,1.0,0,2,0
user_32d0e2a4d0,1,0.0,0,0,0
user_3392f08434,4,0.6667,0,2,0
user_339e278a63,1,0.0,0,0,0
user_339f7a7544,1,0.0,0,0,0
user_33db4194d4,1,0.0,0,0,0
user_34a1985960,2,1.0,1,0,0
user_34c735c9ef,1,0.0,0,0,0
user_34eb721b8d,2,1.0,0,1,0
user_351ed53afa,1,0.0,0,0,0
user_352e56683e,1,0.0,0,0,0
user_35a7ab92ee,4,1.0,1,3,1
user_36274d1717,1,0.0,0,0,0
user_36966bcf42,6,0.7333,2,2,0
user_369c573ff9,2,1.0,0,1,0
user_36aca8b553,1,0.0,0,0,0
user_36ba5342a1,3,1.0,2,1,0
user_375c834217,1,0.0,0,0,0
user_37b8138bad,1,0.0,0,0,0
user_37fcad02c2,1,0.0,0,0,0
user_381571c89a,2,1.0,0,1,0
user_383d64f0e6,1,0.0,0,0,0
user_393dfbb016,1,0.0,0,0,0
user_39818786b6,1,0.0,0,0,0
user_399cf27022,2,1.0,1,0,0
user_3a09b7a5b6,5,0.9,3,3,1
user_3a49cc6a0e,1,0.0,0,0,0
user_3a59979ddb,1,0.0,0,0,0
user_3a62bc3ebb,6,0.7333,0,0,3
user_3ae7ad47ca,1,0.0,0,0,0
user_3b2cb0314d,2,1.0,0,1,0
user_3ba948b651,2,1.0,0,1,0
user_3beb4c9e32,1,0.0,0,0,0
user_3c1267d5ef,1,0.0,0,0,0
user_3c5edf00f5,1,0.0,0,0,0
user_3c8c3788ae,1,0.0,0,0,0
user_3c9fd2f4e0,1,0.0,0,0,0
user_3cb04b9223,1,0.0,0,0,0
user_3d792e6cfa,1,0.0,0,0,0
user_3d7f399b1d,2,1.0,0,1,0
user_3dd4db9e15,1,0.0,0,0,0
user_3deb45ad33,1,0.0,0,0,0
user_3e07016c12,2,1.0,1,0,0
user_3e32df96b1,1,0.0,0,0,0
user_3ee8120a2d,1,0.0,0,0,0
user_3fc5e940c5,1,0.0,0,0,0
user_3fd5abe6c0,1,0.0,0,0,0
user_40395245be,1,0.0,0,0,0
user_4075662ffb,1,0.0,0,0,0
user_40a1156fa7,1,0.0,0,0,0
user_411394d310,1,0.0,0,0,0
user_4181a338a4,1,0.0,0,0,0
user_420024cf53,1,0.0,0,0,0
user_4207a11554,1,0.0,0,0,0
user_423ea9fee2,1,0.0,0,0,0
user_4265fa1058,1,0.0,0,0,0
user_42a5703a20,1,0.0,0,0,0
user_42debc7456,1,0.0,0,0,0
user_4347534298,1,0.0,0,0,0
user_4354150dec,1,0.0,0,0,0
user_435696c518,1,0.0,0,0,0
user_4447553246,2,1.0,0,1,0
user_448cc766e2,2,1.0,0,1,0
user_4493b78a5e,1,0.0,0,0,0
user_45bce17443,1,0.0,0,0,0
user_47017a283d,1,0.0,0,0,0
user_47750862f2,1,0.0,0,0,0
user_47c5e0726e,1,0.0,0,0,0
user_4806d8f711,1,0.0,0,0,0
user_4841c4a967,1,0.0,0,0,0
user_484d06b26b,1,0.0,0,0,0
user_489752fd45,1,0.0,0,0,0
user_497324b05d,1,0.0,0,0,0
user_49cd2b9595,1,0.0,0,0,0
user_4a1b6cbc35,1,0.0,0,0,0
user_4a77c5aca5,1,0.0,0,0,0
user_4ad1cc5444,1,0.0,0,0,0
user_4ae9d5e159,5,0.9,3,1,0
user_4b0dc47aad,1,0.0,0,0,0
user_4b51221615,1,0.0,0,0,0
user_4b5832dee2,3,1.0,2,1,0
user_4c151e9b90,1,0.0,0,0,0
user_4c55628b3e,1,0.0,0,0,0
user_4c8eb3b99e,1,0.0,0,0,0
user_4cdd1b6dab,1,0.0,0,0,0
user_4d01aee7f7,3,0.6667,1,0,0
user_4d332cc517,1,0.0,0,0,0
user_4d3f96ad01,1,0.0,0,0,0
user_4d46d4fba6,1,0.0,0,0,0
user_4d7b0002ea,1,0.0,0,0,0
user_4d866e8f14,1,0.0,0,0,0
user_4da4ae6e63,2,1.0,0,1,0
user_4dc55ea42e,1,0.0,0,0,0
user_4f2dac7594,1,0.0,0,0,0
user_4f5ee1499f,2,1.0,1,0,0
user_4f876825de,1,0.0,0,0,0
user_4f8aa0f9ac,3,1.0,0,2,0
user_4fda95e808,1,0.0,0,0,0
user_4fdbf3c166,1,0.0,0,0,0
user_501262e66c,1,0.0,0,0,0
user_5093bd5ff4,1,0.0,0,0,0
user_50a099207e,2,1.0,1,0,0
user_5120cd3530,5,0.5,1,1,2
user_515c63cba3,1,0.0,0,0,0
user_5288322d26,2,1.0,0,1,0
user_529c82ca12,2,1.0,0,1,0
user_52a5c334e7,1,0.0,0,0,0
user_52aad7c27d,1,0.0,0,0,0
user_52e0dffacb,1,0.0,0,0,0
user_532394b822,1,0.0,0,0,0
user_53671f3df1,1,0.0,0,0,0
user_5390aefb3d,1,0.0,0,0,0
user_5414d87b69,1,0.0,0,0,0
user_541c44fea3,2,1.0,0,1,0
user_5449dcf513,1,0.0,0,0,0
user_54507195e1,1,0.0,0,0,0
user_545176ca32,6,0.8667,0,3,3
user_5455e53578,1,0.0,0,0,0
user_54cdbef26e,1,0.0,0,0,0
user_5502fc9dc4,2,1.0,1,0,0
user_55219acec9,1,0.0,0,0,0
user_55591f9a47,2,1.0,1,0,0
user_55d7d50463,2,1.0,1,0,0
user_564697521c,6,0.6667,0,2,0
user_5678671faa,1,0.0,0,0,0
user_570a30a7b1,3,1.0,0,2,0
user_575ee7a86e,2,1.0,1,0,0
user_576a02948f,1,0.0,0,0,0
user_57a182048e,1,0.0,0,0,0
user_58180c2380,5,0.9,3,3,0
user_586f3d619e,1,0.0,0,0,0
user_58db20e3dd,2,1.0,0,1,0
user_58e560e8c0,1,0.0,0,0,0
user_5919efd0ed,1,0.0,0,0,0
user_5981d5b0e0,1,0.0,0,0,0
user_598fc8919f,1,0.0,0,0,0
user_59d0f80ca9,1,0.0,0,0,0
user_59e6c6141e,1,0.0,0,0,0
user_5a3638ca68,1,0.0,0,0,0
user_5ab9211eb5,1,0.0,0,0,0
user_5acf7dd08e,1,0.0,0,0,0
user_5b55c32d8d,3,0.6667,1,1,0
user_5be1aadc54,5,0.9,3,0,0
user_5c05d5db17,1,0.0,0,0,0
user_5c80f6d554,5,0.9,3,0,2
user_5cca53ff0d,1,0.0,0,0,0
user_5ccdcbd7aa,3,1.0,0,2,0
user_5cd2486348,1,0.0,0,0,0
user_5dd80f87d4,2,1.0,1,0,0
user_6011238f50,4,1.0,3,0,0
user_6075c9d333,1,0.0,0,0,0
user_6101f4347d,2,1.0,0,1,0
user_6152b11145,1,0.0,0,0,0
user_61bf293079,2,1.0,0,1,0
user_61ee683942,1,0.0,0,0,0
user_6214b08833,4,0.5,1,1,0
user_621badb739,1,0.0,0,0,0
user_625f58ba7d,2,1.0,1,0,0
user_6294e5d9aa,1,0.0,0,0,0
user_6330afa233,3,1.0,0,2,0
user_6404cee1a6,2,1.0,0,1,0
user_645a2f02f6,1,0.0,0,0,0
user_647374a408,6,0.8667,3,0,3
user_6522863115,1,0.0,0,0,0
user_658442a579,1,0.0,0,0,0
user_65a2bac3d7,4,1.0,1,3,0
user_65a6eb3f92,4,0.6667,0,2,0
user_65d8bfc2ce,1,0.0,0,0,0
user_66257463e2,2,1.0,1,0,0
user_66a3466ea7,1,0.0,0,0,0
user_66b381891d,1,0.0,0,0,0
user_67806a6590,1,0.0,0,0,0
user_6788a09584,1,0.0,0,0,0
user_6797a78cef,1,0.0,0,0,0
user_67b2bb0d2d,1,0.0,0,0,0
user_68a9a55da1,1,0.0,0,0,0
user_68d70529fe,2,1.0,1,0,0
user_69cffde5e7,2,1.0,0,1,0
user_69d1e3fa07,2,1.0,0,1,0
user_6b0215e18a,6,1.0,5,0,0
user_6b03629d05,7,0.7619,3,0,0
user_6b27e34cf8,1,0.0,0,0,0
user_6bbca4908c,1,0.0,0,0,0
user_6bbe3c4c3e,3,0.6667,1,0,0
user_6bd524eb4d,1,0.0,0,0,0
user_6c3d232d10,1,0.0,0,0,0
user_6c84008bcb,1,0.0,0,0,0
user_6cbb9b603d,1,0.0,0,0,0
user_6cf1835e03,1,0.0,0,0,0
user_6d36dd53c0,3,1.0,0,2,0
user_6d78d87ccb,2,1.0,0,1,0
user_6dd35a0ead,1,0.0,0,0,0
user_6de360e030,2,1.0,1,0,0
user_6ec584e830,2,1.0,1,0,0
user_6ec9ee5365,3,0.6667,0,1,0
user_6f3a8a0fde,1,0.0,0,0,0
user_6f4f4533ea,2,1.0,1,0,0
user_6f4fd20cef,2,1.0,0,1,0
user_6f5665f5dd,1,0.0,0,0,0
user_6f7a85aaf9,2,1.0,1,0,0
user_6f84a0bb6c,3,0.6667,1,0,0
user_6fdea13d6f,1,0.0,0,0,0
user_6fe4c44852,1,0.0,0,0,0
user_702d4ec80c,1,0.0,0,0,0
user_7059b3296a,1,0.0,0,0,0
user_710392afa2,5,1.0,3,0,1
user_71567ec01a,1,0.0,0,0,0
user_717da990c7,1,0.0,0,0,0
user_71cb682990,5,0.9,3,3,0
user_71d3faaf8a,1,0.0,0,0,0
user_71db772175,1,0.0,0,0,0
user_722d2c2bc1,2,1.0,1,0,0
user_723c5a0c68,2,1.0,0,1,0
user_724974d763,4,0.5,0,1,0
user_7259f68186,6,0.7333,2,0,0
user_7296d4f07d,2,1.0,0,1,0
user_72d29f1619,1,0.0,0,0,0
user_72dd4d3194,1,0.0,0,0,0
user_734c9a35cb,1,0.0,0,0,0
user_7357606bb2,2,1.0,0,1,0
user_7358a6ee3d,1,0.0,0,0,0
user_739a7561a2,1,0.0,0,0,0
user_7409dbcd05,1,0.0,0,0,0
user_74151ce3a6,2,1.0,0,1,0
user_7435bd758d,1,0.0,0,0,0
user_74e294f91c,1,0.0,0,0,0
user_759bb91128,1,0.0,0,0,0
user_75ffd79169,2,1.0,0,1,0
user_760cf6ce58,3,0.6667,1,1,0
user_761179726e,1,0.0,0,0,0
user_7614d568cd,2,1.0,1,0,0
user_7658d01b4d,1,0.0,0,0,0
user_769b997ae8,1,0.0,0,0,0
user_7753592d72,1,0.0,0,0,0
user_779fb69bf2,1,0.0,0,0,0
user_781a3a384f,6,1.0,5,2,0
user_78afef0bef,1,0.0,0,0,0
user_7941a8a12a,1,0.0,0,0,0
user_7950bdde8c,1,0.0,0,0,0
user_79a7a29f04,3,0.6667,1,0,0
user_7a0527e3ae,7,0.7619,3,4,3
user_7a42ea9101,2,1.0,1,0,0
user_7aade93140,3,0.6667,0,1,0
user_7b2544147b,1,0.0,0,0,0
user_7b37e41580,1,0.0,0,0,0
user_7b6ea1c605,1,0.0,0,0,0
user_7be6e558d4,2,1.0,1,0,0
user_7beca91d35,3,1.0,0,2,0
user_7bfc0b8491,3,0.6667,0,1,0
user_7c1d85dc52,2,1.0,0,1,0
user_7c53a23ce1,1,0.0,0,0,0
user_7cb99d88b5,4,1.0,3,0,0
user_7ce0e9c332,1,0.0,0,0,0
user_7e36b2e5c0,2,1.0,1,0,0
user_7e70a8b5dc,1,0.0,0,0,0
user_7ea143876d,1,0.0,0,0,0
user_7efe57777d,2,1.0,1,0,0
user_7f65f2d271,1,0.0,0,0,0
user_7f6bdec1b9,1,0.0,0,0,0
user_7f80c83f13,1,0.0,0,0,0
user_7faf28fcb4,1,0.0,0,0,0
user_7fb03ad755,1,0.0,0,0,0
user_7fec9452e0,1,0.0,0,0,0
user_8012905a82,1,0.0,0,0,0
user_80b3548558,1,0.0,0,0,0
user_812bd63024,1,0.0,0,0,0
user_8172bf61db,5,0.5,0,1,0
user_817712a67a,3,1.0,2,0,0
user_82117f4ee0,1,0.0,0,0,0
user_825d65c5dd,1,0.0,0,0,0
user_826da89518,3,0.6667,1,1,0
user_826dcd61c1,1,0.0,0,0,0
user_827d2135f0,2,1.0,0,1,0
user_8298476aeb,1,0.0,0,0,0
user_8360ac815a,1,0.0,0,0,0
user_8381af1a90,2,1.0,0,1,0
user_8396993a40,1,0.0,0,0,0
user_83fcbdd55c,3,1.0,2,0,0
user_84969831fe,1,0.0,0,0,0
user_86b8f99d6b,1,0.0,0,0,0
user_872a061c9c,1,0.0,0,0,0
user_873bdfb354,1,0.0,0,0,0
user_875dcaf994,1,0.0,0,0,0
user_885e2810f1,1,0.0,0,0,0
user_88a5348616,1,0.0,0,0,0
user_88d6db2e73,1,0.0,0,0,0
user_8914fc8735,1,0.0,0,0,0
user_89911d80d8,2,1.0,0,1,0
user_89aac35ef7,1,0.0,0,0,0
user_89e59408c4,1,0.0,0,0,0
user_8a3b1f23f2,2,1.0,1,0,0
user_8aaf3ec0d5,2,1.0,1,0,0
user_8b01a5b80b,1,0.0,0,0,0
user_8ba45c3713,1,0.0,0,0,0
user_8ba94f20cc,2,1.0,1,0,0
user_8bc5172bae,1,0.0,0,0,0
user_8c20999736,1,0.0,0,0,0
user_8c487f3290,2,1.0,0,1,0
user_8c67814cd2,1,0.0,0,0,0
user_8c726271a0,1,0.0,0,0,0
user_8e7bf7fbc0,1,0.0,0,0,0
user_8ea6208e20,1,0.0,0,0,0
user_8ed391a7a6,2,1.0,1,0,0
user_8f3ed7fb63,1,0.0,0,0,0
user_9070090ab6,5,0.5,0,0,2
user_90b4dde328,1,0.0,0,0,0
user_90d2f982a6,1,0.0,0,0,0
user_90da26ee93,1,0.0,0,0,0
user_90e852101b,1,0.0,0,0,0
user_90fa4976f2,1,0.0,0,0,0
user_91812c60da,1,0.0,0,0,0
user_91dac075f0,1,0.0,0,0,0
user_928ee40db6,1,0.0,0,0,0
user_92ec45fb9e,1,0.0,0,0,0
user_92ed2c4de1,1,0.0,0,0,0
user_93b63bef9b,1,0.0,0,0,0
user_940f9c99c4,1,0.0,0,0,0
user_944561b051,1,0.0,0,0,0
user_9563bb6ff7,2,1.0,0,1,0
user_958b96fa12,1,0.0,0,0,0
user_95b80268d3,1,0.0,0,0,0
user_9602468995,1,0.0,0,0,0
user_967ee392d0,1,0.0,0,0,0
user_971ed3529f,1,0.0,0,0,0
user_976bfdc2dc,2,1.0,0,1,0
user_97da8c0b8e,1,0.0,0,0,0
user_984df33a10,2,1.0,1,0,0
user_9865ab6e6e,2,1.0,1,0,0
user_98b34babe3,3,1.0,2,0,0
user_99d32270b7,1,0.0,0,0,0
user_99d9ba8b62,1,0.0,0,0,0
user_99e4998831,2,1.0,0,1,0
user_99fbc50a46,6,0.6667,3,0,0
user_9a4715e616,1,0.0,0,0,0
user_9a7d0e0e3c,2,1.0,1,0,0
user_9a982d495b,1,0.0,0,0,0
user_9aba4779e7,1,0.0,0,0,0
user_9b118a581b,1,0.0,0,0,0
user_9b231142b7,5,1.0,0,3,1
user_9b508f2c1e,1,0.0,0,0,0
user_9b5866c73c,1,0.0,0,0,0
user_9b6c86c818,3,0.6667,1,1,0
user_9b6e3c6092,2,1.0,0,1,0
user_9b7a32a7a2,2,1.0,1,0,0
user_9b8965cbbc,1,0.0,0,0,0
user_9c189ea43b,1,0.0,0,0,0
user_9c7c1fae2e,1,0.0,0,0,0
user_9ca432b080,1,0.0,0,0,0
user_9cb153675f,2,1.0,0,1,0
user_9d14f533c4,1,0.0,0,0,0
user_9dd561eb46,1,0.0,0,0,0
user_9ddbe71819,2,1.0,0,1,0
user_9df159e5dc,1,0.0,0,0,0
user_9e00809959,1,0.0,0,0,0
user_9e3dc8185a,7,0.7619,3,4,0
user_9e7c1fd561,3,1.0,0,2,0
user_9ed392abe5,1,0.0,0,0,0
user_9f2387ba65,1,0.0,0,0,0
user_9f94426581,1,0.0,0,0,0
user_9fe443ec47,1,0.0,0,0,0
user_a13cc54904,1,0.0,0,0,0
user_a13e8443b4,1,0.0,0,0,0
user_a1652ba9fa,1,0.0,0,0,0
user_a1e270a139,1,0.0,0,0,0
user_a231ad0174,1,0.0,0,0,0
user_a23fa3f7e1,1,0.0,0,0,0
user_a281d21f95,1,0.0,0,0,0
user_a2948602b2,1,0.0,0,0,0
user_a2b7a4c931,1,0.0,0,0,0
user_a2e5e78c07,3,1.0,2,0,0
user_a314f24ed5,1,0.0,0,0,0
user_a337936e14,2,1.0,1,0,0
user_a34fba4301,2,1.0,1,0,0
user_a393d6fdd8,1,0.0,0,0,0
user_a400ffc811,2,1.0,1,0,0
user_a48c90bac5,1,0.0,0,0,0
user_a52884efe6,2,1.0,1,0,0
user_a55517a44e,1,0.0,0,0,0
user_a55b994281,1,0.0,0,0,0
user_a5d44d5e27,1,0.0,0,0,0
user_a620618ae5,1,0.0,0,0,0
user_a7a91527c3,2,1.0,1,0,0
user_a7abb1791b,1,0.0,0,0,0
user_a7c5802a2e,3,0.6667,0,1,0
user_a7dc3a5869,1,0.0,0,0,0
user_a7f5639895,7,0.7619,5,0,3
user_a80025e261,1,0.0,0,0,0
user_a876d95fa4,1,0.0,0,0,0
user_a8f0236119,1,0.0,0,0,0
user_a8ff8c1ceb,3,1.0,0,2,0
user_a923be2b92,1,0.0,0,0,0
user_a949d85b91,6,0.7333,0,2,3
user_a98a016915,1,0.0,0,0,0
user_a99d528234,1,0.0,0,0,0
user_a9d74fe127,1,0.0,0,0,0
user_a9fff1a731,1,0.0,0,0,0
user_aa03f81184,1,0.0,0,0,0
user_aa6000d5f3,2,1.0,1,0,0
user_aa9cb796d4,1,0.0,0,0,0
user_ab1646ef93,2,1.0,0,1,0
user_ab46c2ebad,1,0.0,0,0,0
user_ab4cf6a0f8,1,0.0,0,0,0
user_abc7acfd7b,1,0.0,0,0,0
user_ac4a0d260e,1,0.0,0,0,0
user_acbf154173,1,0.0,0,0,0
user_acdc839e29,1,0.0,0,0,0
user_acde15fe10,7,0.7619,0,0,3
user_ace1c9f360,1,0.0,0,0,0
user_acf130ee24,1,0.0,0,0,0
user_ad015797b6,2,1.0,0,1,0
user_ad985aca4f,1,0.0,0,0,0
user_adad0bb81f,1,0.0,0,0,0
user_ae1ced3099,1,0.0,0,0,0
user_ae6b45ecc9,1,0.0,0,0,0
user_ae7dbe74e8,1,0.0,0,0,0
user_ae85e617fc,1,0.0,0,0,0
user_ae966e330e,3,0.6667,1,0,0
user_aeb569937e,1,0.0,0,0,0
user_aee61788c2,1,0.0,0,0,0
user_af1e1fcf22,1,0.0,0,0,0
user_af274848af,1,0.0,0,0,0
user_afb24ca07e,1,0.0,0,0,0
user_b00b359089,1,0.0,0,0,0
user_b02b255fe9,7,0.7619,5,0,3
user_b05ed3edcb,2,1.0,0,1,0
user_b11398d1c3,1,0.0,0,0,0
user_b1865abd82,1,0.0,0,0,0
user_b19b758b35,1,0.0,0,0,0
user_b1c7e14260,1,0.0,0,0,0
user_b1ff3601b9,1,0.0,0,0,0
user_b29271d320,1,0.0,0,0,0
user_b298f6b020,2,1.0,1,0,0
user_b2ac1509cd,2,1.0,0,1,0
user_b2ba2edcf7,2,1.0,0,1,0
user_b33ad89ab8,1,0.0,0,0,0
